CustomerName,CustomerRegion,CustomerCountry,EmployeeName,EmployeeCity,EmployeeCountry,TerritoryDescription,RegionDescription,ManagerName,OrderDate,ShipperName,CategoryName,ProductName,SupplierName,SupplierRegion,SupplierCountry,UnitPrice,Quantity,Discount
Cactus Comidas para llevar,,Argentina,Anne Dodsworth,London,UK,"Hollis                                            ","Northern                                          ",Steven Buchanan,2020-12-01,Federal Shipping,Dairy Products,Gorgonzola Telino,Formaggi Fortini s.r.l.,,Italy,12.50,1,0.00
Cactus Comidas para llevar,,Argentina,Laura Callahan,Seattle,USA,"Philadelphia                                      ","Northern                                          ",Andrew Fuller,2020-04-01,United Package,Beverages,Steeleye Stout,Bigfoot Breweries,OR,USA,18.00,3,0.00
Cactus Comidas para llevar,,Argentina,Laura Callahan,Seattle,USA,"Philadelphia                                      ","Northern                                          ",Andrew Fuller,2020-04-01,United Package,Confections,Scottish Longbreads,"Specialty Biscuits, Ltd.",,UK,12.50,6,0.00
Cactus Comidas para llevar,,Argentina,Laura Callahan,Seattle,USA,"Philadelphia                                      ","Northern                                          ",Andrew Fuller,2020-04-01,United Package,Seafood,Jack's New England Clam Chowder,New England Seafood Cannery,MA,USA,9.65,10,0.00
Centro comercial Moctezuma,,Mexico,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2019-07-01,Federal Shipping,Confections,Sir Rodney's Scones,"Specialty Biscuits, Ltd.",,UK,8.00,10,0.00
Centro comercial Moctezuma,,Mexico,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2019-07-01,Federal Shipping,Seafood,Gravad lax,Svensk Sjöföda AB,,Sweden,20.80,1,0.00
Chop-suey Chinese,,Switzerland,Michael Suyama,London,UK,"Phoenix                                           ","Western                                           ",Steven Buchanan,2019-12-01,United Package,Beverages,Chai,Exotic Liquids,,UK,14.40,15,0.15
Chop-suey Chinese,,Switzerland,Michael Suyama,London,UK,"Phoenix                                           ","Western                                           ",Steven Buchanan,2019-12-01,United Package,Grains/Cereals,Wimmers gute Semmelknödel,Plutzer Lebensmittelgroßmärkte AG,,Germany,26.60,30,0.00
Chop-suey Chinese,,Switzerland,Michael Suyama,London,UK,"Phoenix                                           ","Western                                           ",Steven Buchanan,2019-12-01,United Package,Produce,Longlife Tofu,Tokyo Traders,,Japan,8.00,20,0.15
Chop-suey Chinese,,Switzerland,Michael Suyama,London,UK,"Phoenix                                           ","Western                                           ",Steven Buchanan,2020-04-01,Federal Shipping,Dairy Products,Camembert Pierrot,Gai pâturage,,France,34.00,10,0.05
Chop-suey Chinese,,Switzerland,Michael Suyama,London,UK,"Phoenix                                           ","Western                                           ",Steven Buchanan,2020-04-01,Federal Shipping,Grains/Cereals,Gnocchi di nonna Alice,Pasta Buttini s.r.l.,,Italy,38.00,40,0.00
Chop-suey Chinese,,Switzerland,Michael Suyama,London,UK,"Phoenix                                           ","Western                                           ",Steven Buchanan,2020-04-01,Federal Shipping,Seafood,Ikura,Tokyo Traders,,Japan,31.00,16,0.05
Chop-suey Chinese,,Switzerland,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2020-11-01,Federal Shipping,Confections,Tarte au sucre,Forêts d'érables,Québec,Canada,49.30,9,0.00
Chop-suey Chinese,,Switzerland,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2020-11-01,Federal Shipping,Dairy Products,Gudbrandsdalsost,Norske Meierier,,Norway,36.00,40,0.00
Chop-suey Chinese,,Switzerland,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2020-11-01,Federal Shipping,Grains/Cereals,Singaporean Hokkien Fried Mee,Leka Trading,,Singapore,14.00,28,0.00
Chop-suey Chinese,,Switzerland,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2020-11-01,Federal Shipping,Seafood,Konbu,Mayumi's,,Japan,6.00,6,0.00
Chop-suey Chinese,,Switzerland,Robert King,London,UK,"Hoffman Estates                                   ","Western                                           ",Steven Buchanan,2020-11-01,Speedy Express,Confections,Sir Rodney's Scones,"Specialty Biscuits, Ltd.",,UK,10.00,40,0.05
Chop-suey Chinese,,Switzerland,Robert King,London,UK,"Hoffman Estates                                   ","Western                                           ",Steven Buchanan,2020-11-01,Speedy Express,Produce,Manjimup Dried Apples,"G'day, Mate",NSW,Australia,53.00,30,0.05
Chop-suey Chinese,,Switzerland,Steven Buchanan,London,UK,"Providence                                        ","Eastern                                           ",Andrew Fuller,2019-07-01,United Package,Beverages,Guaraná Fantástica,Refrescos Americanas LTDA,,Brazil,3.60,15,0.15
Chop-suey Chinese,,Switzerland,Steven Buchanan,London,UK,"Providence                                        ","Eastern                                           ",Andrew Fuller,2019-07-01,United Package,Meat/Poultry,Pâté chinois,Ma Maison,Québec,Canada,19.20,21,0.15
Chop-suey Chinese,,Switzerland,Steven Buchanan,London,UK,"Providence                                        ","Eastern                                           ",Andrew Fuller,2019-07-01,United Package,Produce,Longlife Tofu,Tokyo Traders,,Japan,8.00,21,0.00
Comércio Mineiro,SP,Brazil,Laura Callahan,Seattle,USA,"Philadelphia                                      ","Northern                                          ",Andrew Fuller,2019-08-01,Speedy Express,Condiments,Chef Anton's Gumbo Mix,New Orleans Cajun Delights,LA,USA,17.00,20,0.00
Comércio Mineiro,SP,Brazil,Laura Callahan,Seattle,USA,"Philadelphia                                      ","Northern                                          ",Andrew Fuller,2019-08-01,Speedy Express,Condiments,Original Frankfurter grüne Soße,Plutzer Lebensmittelgroßmärkte AG,,Germany,10.40,10,0.00
Comércio Mineiro,SP,Brazil,Laura Callahan,Seattle,USA,"Philadelphia                                      ","Northern                                          ",Andrew Fuller,2019-08-01,Speedy Express,Confections,Maxilaku,Karkki Oy,,Finland,16.00,15,0.00
Comércio Mineiro,SP,Brazil,Laura Callahan,Seattle,USA,"Philadelphia                                      ","Northern                                          ",Andrew Fuller,2019-08-01,Speedy Express,Meat/Poultry,Thüringer Rostbratwurst,Plutzer Lebensmittelgroßmärkte AG,,Germany,99.00,15,0.00
Comércio Mineiro,SP,Brazil,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-03-01,Speedy Express,Dairy Products,Queso Cabrales,Cooperativa de Quesos 'Las Cabras',Asturias,Spain,16.80,10,0.00
Comércio Mineiro,SP,Brazil,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-03-01,Speedy Express,Seafood,Spegesild,Lyngbysild,,Denmark,9.60,5,0.00
Comércio Mineiro,SP,Brazil,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-04-01,United Package,Grains/Cereals,Gnocchi di nonna Alice,Pasta Buttini s.r.l.,,Italy,30.40,30,0.00
Consolidated Holdings,,UK,Andrew Fuller,Tacoma,USA,"Westboro                                          ","Eastern                                           "," ",2020-03-01,Speedy Express,Grains/Cereals,Tunnbröd,PB Knäckebröd AB,,Sweden,7.20,21,0.00
Consolidated Holdings,,UK,Andrew Fuller,Tacoma,USA,"Westboro                                          ","Eastern                                           "," ",2020-03-01,Speedy Express,Seafood,Konbu,Mayumi's,,Japan,4.80,1,0.00
Consolidated Holdings,,UK,Laura Callahan,Seattle,USA,"Philadelphia                                      ","Northern                                          ",Andrew Fuller,2020-02-01,United Package,Beverages,Chang,Exotic Liquids,,UK,15.20,10,0.00
Consolidated Holdings,,UK,Laura Callahan,Seattle,USA,"Philadelphia                                      ","Northern                                          ",Andrew Fuller,2020-02-01,United Package,Dairy Products,Mozzarella di Giovanni,Formaggi Fortini s.r.l.,,Italy,27.80,10,0.00
Consolidated Holdings,,UK,Laura Callahan,Seattle,USA,"Philadelphia                                      ","Northern                                          ",Andrew Fuller,2020-02-01,United Package,Grains/Cereals,Gustaf's Knäckebröd,PB Knäckebröd AB,,Sweden,16.80,12,0.00
Die Wandernde Kuh,,Germany,Andrew Fuller,Tacoma,USA,"Westboro                                          ","Eastern                                           "," ",2019-09-01,United Package,Beverages,Ipoh Coffee,Leka Trading,,Singapore,36.80,24,0.00
Die Wandernde Kuh,,Germany,Andrew Fuller,Tacoma,USA,"Westboro                                          ","Eastern                                           "," ",2019-09-01,United Package,Beverages,Rhönbräu Klosterbier,Plutzer Lebensmittelgroßmärkte AG,,Germany,6.20,10,0.00
Die Wandernde Kuh,,Germany,Andrew Fuller,Tacoma,USA,"Westboro                                          ","Eastern                                           "," ",2019-09-01,United Package,Meat/Poultry,Perth Pasties,"G'day, Mate",NSW,Australia,26.20,20,0.00
Die Wandernde Kuh,,Germany,Andrew Fuller,Tacoma,USA,"Westboro                                          ","Eastern                                           "," ",2019-09-01,United Package,Produce,Rössle Sauerkraut,Plutzer Lebensmittelgroßmärkte AG,,Germany,36.40,4,0.00
Die Wandernde Kuh,,Germany,Laura Callahan,Seattle,USA,"Philadelphia                                      ","Northern                                          ",Andrew Fuller,2019-09-01,United Package,Grains/Cereals,Gnocchi di nonna Alice,Pasta Buttini s.r.l.,,Italy,30.40,20,0.00
Die Wandernde Kuh,,Germany,Laura Callahan,Seattle,USA,"Philadelphia                                      ","Northern                                          ",Andrew Fuller,2019-09-01,United Package,Seafood,Boston Crab Meat,New England Seafood Cannery,MA,USA,14.70,10,0.00
Die Wandernde Kuh,,Germany,Laura Callahan,Seattle,USA,"Philadelphia                                      ","Northern                                          ",Andrew Fuller,2020-08-01,Speedy Express,Beverages,Chang,Exotic Liquids,,UK,19.00,30,0.05
Die Wandernde Kuh,,Germany,Laura Callahan,Seattle,USA,"Philadelphia                                      ","Northern                                          ",Andrew Fuller,2020-08-01,Speedy Express,Dairy Products,Geitost,Norske Meierier,,Norway,2.50,20,0.05
Die Wandernde Kuh,,Germany,Laura Callahan,Seattle,USA,"Philadelphia                                      ","Northern                                          ",Andrew Fuller,2020-09-01,United Package,Confections,Teatime Chocolate Biscuits,"Specialty Biscuits, Ltd.",,UK,9.20,12,0.25
Die Wandernde Kuh,,Germany,Laura Callahan,Seattle,USA,"Philadelphia                                      ","Northern                                          ",Andrew Fuller,2020-09-01,United Package,Grains/Cereals,Gustaf's Knäckebröd,PB Knäckebröd AB,,Sweden,21.00,20,0.25
Die Wandernde Kuh,,Germany,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2019-11-01,United Package,Beverages,Chai,Exotic Liquids,,UK,14.40,15,0.15
Die Wandernde Kuh,,Germany,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2019-11-01,United Package,Grains/Cereals,Tunnbröd,PB Knäckebröd AB,,Sweden,7.20,25,0.00
Die Wandernde Kuh,,Germany,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-08-01,Speedy Express,Beverages,Outback Lager,"Pavlova, Ltd.",Victoria,Australia,15.00,15,0.25
Die Wandernde Kuh,,Germany,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-08-01,Speedy Express,Dairy Products,Gudbrandsdalsost,Norske Meierier,,Norway,36.00,20,0.25
Die Wandernde Kuh,,Germany,Michael Suyama,London,UK,"Phoenix                                           ","Western                                           ",Steven Buchanan,2019-11-01,United Package,Dairy Products,Gorgonzola Telino,Formaggi Fortini s.r.l.,,Italy,10.00,30,0.00
Die Wandernde Kuh,,Germany,Michael Suyama,London,UK,"Phoenix                                           ","Western                                           ",Steven Buchanan,2019-11-01,United Package,Dairy Products,Gudbrandsdalsost,Norske Meierier,,Norway,28.80,20,0.00
Die Wandernde Kuh,,Germany,Michael Suyama,London,UK,"Phoenix                                           ","Western                                           ",Steven Buchanan,2019-11-01,United Package,Meat/Poultry,Pâté chinois,Ma Maison,Québec,Canada,19.20,12,0.00
Die Wandernde Kuh,,Germany,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2020-09-01,United Package,Dairy Products,Gorgonzola Telino,Formaggi Fortini s.r.l.,,Italy,12.50,8,0.10
Die Wandernde Kuh,,Germany,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2020-09-01,United Package,Grains/Cereals,Wimmers gute Semmelknödel,Plutzer Lebensmittelgroßmärkte AG,,Germany,33.25,15,0.10
Die Wandernde Kuh,,Germany,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2020-09-01,United Package,Meat/Poultry,Pâté chinois,Ma Maison,Québec,Canada,24.00,4,0.10
Die Wandernde Kuh,,Germany,Robert King,London,UK,"Hoffman Estates                                   ","Western                                           ",Steven Buchanan,2020-04-01,Speedy Express,Condiments,Sirop d'érable,Forêts d'érables,Québec,Canada,28.50,15,0.20
Die Wandernde Kuh,,Germany,Robert King,London,UK,"Hoffman Estates                                   ","Western                                           ",Steven Buchanan,2020-04-01,Speedy Express,Confections,Sir Rodney's Scones,"Specialty Biscuits, Ltd.",,UK,10.00,40,0.20
Die Wandernde Kuh,,Germany,Robert King,London,UK,"Hoffman Estates                                   ","Western                                           ",Steven Buchanan,2020-04-01,Speedy Express,Dairy Products,Mascarpone Fabioli,Formaggi Fortini s.r.l.,,Italy,32.00,50,0.20
Drachenblut Delikatessen,,Germany,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2019-12-01,Federal Shipping,Seafood,Konbu,Mayumi's,,Japan,4.80,18,0.00
Drachenblut Delikatessen,,Germany,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2019-11-01,Federal Shipping,Beverages,Lakkalikööri,Karkki Oy,,Finland,14.40,12,0.00
Drachenblut Delikatessen,,Germany,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2019-11-01,Federal Shipping,Beverages,Rhönbräu Klosterbier,Plutzer Lebensmittelgroßmärkte AG,,Germany,6.20,12,0.00
Drachenblut Delikatessen,,Germany,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2019-11-01,Federal Shipping,Dairy Products,Gorgonzola Telino,Formaggi Fortini s.r.l.,,Italy,10.00,20,0.00
Drachenblut Delikatessen,,Germany,Robert King,London,UK,"Hoffman Estates                                   ","Western                                           ",Steven Buchanan,2020-12-01,United Package,Dairy Products,Queso Cabrales,Cooperativa de Quesos 'Las Cabras',Asturias,Spain,21.00,20,0.00
Du monde entier,,France,Andrew Fuller,Tacoma,USA,"Westboro                                          ","Eastern                                           "," ",2020-09-01,Speedy Express,Grains/Cereals,Filo Mix,"G'day, Mate",NSW,Australia,7.00,9,0.00
Du monde entier,,France,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2019-09-01,Federal Shipping,Dairy Products,Gudbrandsdalsost,Norske Meierier,,Norway,28.80,7,0.00
Du monde entier,,France,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2019-09-01,Federal Shipping,Grains/Cereals,Singaporean Hokkien Fried Mee,Leka Trading,,Singapore,11.20,6,0.00
Du monde entier,,France,Robert King,London,UK,"Hoffman Estates                                   ","Western                                           ",Steven Buchanan,2020-07-01,United Package,Beverages,Chai,Exotic Liquids,,UK,18.00,3,0.00
Du monde entier,,France,Robert King,London,UK,"Hoffman Estates                                   ","Western                                           ",Steven Buchanan,2020-07-01,United Package,Confections,Sir Rodney's Scones,"Specialty Biscuits, Ltd.",,UK,10.00,6,0.00
Du monde entier,,France,Robert King,London,UK,"Hoffman Estates                                   ","Western                                           ",Steven Buchanan,2020-07-01,United Package,Seafood,Ikura,Tokyo Traders,,Japan,31.00,10,0.00
Eastern Connection,,UK,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-11-01,Speedy Express,Condiments,Chef Anton's Cajun Seasoning,New Orleans Cajun Delights,LA,USA,22.00,25,0.00
Eastern Connection,,UK,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-11-01,Speedy Express,Dairy Products,Queso Cabrales,Cooperativa de Quesos 'Las Cabras',Asturias,Spain,21.00,5,0.00
Eastern Connection,,UK,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2019-11-01,Speedy Express,Dairy Products,Flotemysost,Norske Meierier,,Norway,17.20,5,0.00
Eastern Connection,,UK,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2019-11-01,Speedy Express,Dairy Products,Gudbrandsdalsost,Norske Meierier,,Norway,28.80,30,0.00
Eastern Connection,,UK,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2020-01-01,Federal Shipping,Beverages,Steeleye Stout,Bigfoot Breweries,OR,USA,14.40,35,0.00
Eastern Connection,,UK,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2020-01-01,Federal Shipping,Confections,Maxilaku,Karkki Oy,,Finland,16.00,30,0.00
Eastern Connection,,UK,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2020-01-01,Federal Shipping,Meat/Poultry,Thüringer Rostbratwurst,Plutzer Lebensmittelgroßmärkte AG,,Germany,99.00,21,0.00
Eastern Connection,,UK,Robert King,London,UK,"Hoffman Estates                                   ","Western                                           ",Steven Buchanan,2020-05-01,Federal Shipping,Condiments,Louisiana Hot Spiced Okra,New Orleans Cajun Delights,LA,USA,17.00,24,0.00
Eastern Connection,,UK,Robert King,London,UK,"Hoffman Estates                                   ","Western                                           ",Steven Buchanan,2020-05-01,Federal Shipping,Seafood,Nord-Ost Matjeshering,Nord-Ost-Fisch Handelsgesellschaft mbH,,Germany,25.89,15,0.00
Ernst Handel,,Austria,Andrew Fuller,Tacoma,USA,"Westboro                                          ","Eastern                                           "," ",2019-11-01,United Package,Confections,Sir Rodney's Scones,"Specialty Biscuits, Ltd.",,UK,8.00,5,0.10
Ernst Handel,,Austria,Andrew Fuller,Tacoma,USA,"Westboro                                          ","Eastern                                           "," ",2019-11-01,United Package,Grains/Cereals,Ravioli Angelo,Pasta Buttini s.r.l.,,Italy,15.60,25,0.00
Ernst Handel,,Austria,Andrew Fuller,Tacoma,USA,"Westboro                                          ","Eastern                                           "," ",2019-11-01,United Package,Grains/Cereals,Wimmers gute Semmelknödel,Plutzer Lebensmittelgroßmärkte AG,,Germany,26.60,35,0.10
Ernst Handel,,Austria,Andrew Fuller,Tacoma,USA,"Westboro                                          ","Eastern                                           "," ",2019-11-01,United Package,Produce,Rössle Sauerkraut,Plutzer Lebensmittelgroßmärkte AG,,Germany,36.40,13,0.10
Ernst Handel,,Austria,Andrew Fuller,Tacoma,USA,"Westboro                                          ","Eastern                                           "," ",2020-07-01,Speedy Express,Beverages,Steeleye Stout,Bigfoot Breweries,OR,USA,18.00,30,0.25
Ernst Handel,,Austria,Andrew Fuller,Tacoma,USA,"Westboro                                          ","Eastern                                           "," ",2020-07-01,Speedy Express,Condiments,Sirop d'érable,Forêts d'érables,Québec,Canada,28.50,120,0.25
Ernst Handel,,Austria,Andrew Fuller,Tacoma,USA,"Westboro                                          ","Eastern                                           "," ",2020-07-01,Speedy Express,Dairy Products,Gudbrandsdalsost,Norske Meierier,,Norway,36.00,65,0.25
Ernst Handel,,Austria,Anne Dodsworth,London,UK,"Hollis                                            ","Northern                                          ",Steven Buchanan,2019-07-01,Federal Shipping,Beverages,Guaraná Fantástica,Refrescos Americanas LTDA,,Brazil,3.60,28,0.00
Ernst Handel,,Austria,Anne Dodsworth,London,UK,"Hollis                                            ","Northern                                          ",Steven Buchanan,2019-07-01,Federal Shipping,Confections,Pavlova,"Pavlova, Ltd.",Victoria,Australia,13.90,60,0.25
Ernst Handel,,Austria,Anne Dodsworth,London,UK,"Hollis                                            ","Northern                                          ",Steven Buchanan,2019-07-01,Federal Shipping,Produce,Longlife Tofu,Tokyo Traders,,Japan,8.00,36,0.25
Ernst Handel,,Austria,Anne Dodsworth,London,UK,"Hollis                                            ","Northern                                          ",Steven Buchanan,2019-07-01,Federal Shipping,Seafood,Nord-Ost Matjeshering,Nord-Ost-Fisch Handelsgesellschaft mbH,,Germany,20.70,60,0.25
Ernst Handel,,Austria,Anne Dodsworth,London,UK,"Hollis                                            ","Northern                                          ",Steven Buchanan,2020-12-01,United Package,Dairy Products,Flotemysost,Norske Meierier,,Norway,21.50,16,0.00
Ernst Handel,,Austria,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2020-02-01,United Package,Condiments,Louisiana Hot Spiced Okra,New Orleans Cajun Delights,LA,USA,13.60,60,0.00
Ernst Handel,,Austria,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2020-02-01,United Package,Dairy Products,Queso Cabrales,Cooperativa de Quesos 'Las Cabras',Asturias,Spain,16.80,30,0.00
Ernst Handel,,Austria,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2020-02-01,United Package,Meat/Poultry,Tourtière,Ma Maison,Québec,Canada,5.90,80,0.00
Ernst Handel,,Austria,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2020-04-01,United Package,Beverages,Rhönbräu Klosterbier,Plutzer Lebensmittelgroßmärkte AG,,Germany,7.75,50,0.00
Ernst Handel,,Austria,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2020-04-01,United Package,Condiments,Louisiana Fiery Hot Pepper Sauce,New Orleans Cajun Delights,LA,USA,21.05,39,0.00
Ernst Handel,,Austria,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2020-04-01,United Package,Confections,Sir Rodney's Marmalade,"Specialty Biscuits, Ltd.",,UK,81.00,39,0.00
Ernst Handel,,Austria,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2020-04-01,United Package,Grains/Cereals,Gnocchi di nonna Alice,Pasta Buttini s.r.l.,,Italy,38.00,70,0.00
Ernst Handel,,Austria,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2020-04-01,United Package,Produce,Rössle Sauerkraut,Plutzer Lebensmittelgroßmärkte AG,,Germany,45.60,35,0.00
Ernst Handel,,Austria,Laura Callahan,Seattle,USA,"Philadelphia                                      ","Northern                                          ",Andrew Fuller,2020-01-01,United Package,Condiments,Vegie-spread,"Pavlova, Ltd.",Victoria,Australia,35.10,65,0.00
Ernst Handel,,Austria,Laura Callahan,Seattle,USA,"Philadelphia                                      ","Northern                                          ",Andrew Fuller,2020-01-01,United Package,Grains/Cereals,Tunnbröd,PB Knäckebröd AB,,Sweden,7.20,60,0.00
Ernst Handel,,Austria,Laura Callahan,Seattle,USA,"Philadelphia                                      ","Northern                                          ",Andrew Fuller,2020-06-01,Federal Shipping,Grains/Cereals,Singaporean Hokkien Fried Mee,Leka Trading,,Singapore,14.00,28,0.15
Ernst Handel,,Austria,Laura Callahan,Seattle,USA,"Philadelphia                                      ","Northern                                          ",Andrew Fuller,2020-06-01,Federal Shipping,Produce,Tofu,Mayumi's,,Japan,23.25,11,0.15
Ernst Handel,,Austria,Laura Callahan,Seattle,USA,"Philadelphia                                      ","Northern                                          ",Andrew Fuller,2020-12-01,United Package,Confections,Pavlova,"Pavlova, Ltd.",Victoria,Australia,17.45,65,0.00
Ernst Handel,,Austria,Laura Callahan,Seattle,USA,"Philadelphia                                      ","Northern                                          ",Andrew Fuller,2020-12-01,United Package,Meat/Poultry,Alice Mutton,"Pavlova, Ltd.",Victoria,Australia,39.00,35,0.25
Ernst Handel,,Austria,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2019-12-01,Speedy Express,Condiments,Chef Anton's Gumbo Mix,New Orleans Cajun Delights,LA,USA,17.00,32,0.00
Ernst Handel,,Austria,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2019-12-01,Speedy Express,Dairy Products,Geitost,Norske Meierier,,Norway,2.00,60,0.00
Ernst Handel,,Austria,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2019-12-01,Speedy Express,Meat/Poultry,Thüringer Rostbratwurst,Plutzer Lebensmittelgroßmärkte AG,,Germany,99.00,14,0.00
Ernst Handel,,Austria,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2019-12-01,Speedy Express,Produce,Longlife Tofu,Tokyo Traders,,Japan,8.00,50,0.00
Ernst Handel,,Austria,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2019-12-01,Speedy Express,Seafood,Carnarvon Tigers,"Pavlova, Ltd.",Victoria,Australia,50.00,9,0.00
Ernst Handel,,Austria,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-01-01,Federal Shipping,Confections,Chocolade,Zaanse Snoepfabriek,,Netherlands,10.20,70,0.15
Ernst Handel,,Austria,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-01-01,Federal Shipping,Confections,Pavlova,"Pavlova, Ltd.",Victoria,Australia,13.90,21,0.15
Ernst Handel,,Austria,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-01-01,Speedy Express,Confections,Sir Rodney's Scones,"Specialty Biscuits, Ltd.",,UK,8.00,50,0.00
Ernst Handel,,Austria,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-01-01,Speedy Express,Dairy Products,Raclette Courdavault,Gai pâturage,,France,44.00,70,0.20
Ernst Handel,,Austria,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-01-01,Speedy Express,Grains/Cereals,Gnocchi di nonna Alice,Pasta Buttini s.r.l.,,Italy,30.40,30,0.00
Ernst Handel,,Austria,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-01-01,Speedy Express,Meat/Poultry,Alice Mutton,"Pavlova, Ltd.",Victoria,Australia,31.20,45,0.20
Ernst Handel,,Austria,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-10-01,Speedy Express,Beverages,Outback Lager,"Pavlova, Ltd.",Victoria,Australia,15.00,8,0.05
Ernst Handel,,Austria,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-10-01,Speedy Express,Condiments,Louisiana Fiery Hot Pepper Sauce,New Orleans Cajun Delights,LA,USA,21.05,65,0.05
Ernst Handel,,Austria,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-10-01,Speedy Express,Dairy Products,Queso Cabrales,Cooperativa de Quesos 'Las Cabras',Asturias,Spain,21.00,15,0.00
Ernst Handel,,Austria,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-10-01,Speedy Express,Meat/Poultry,Alice Mutton,"Pavlova, Ltd.",Victoria,Australia,39.00,8,0.05
Ernst Handel,,Austria,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-10-01,Speedy Express,Meat/Poultry,Thüringer Rostbratwurst,Plutzer Lebensmittelgroßmärkte AG,,Germany,123.79,12,0.05
